"Time","scored"
1777624920000,0
1777624980000,0.3333314814917695
1777625040000,0.3333314814917695
1777625100000,0.3333333333333333
1777625160000,0
1777625220000,0.3333333333333333
1777625280000,0.3333333333333333
1777625340000,0.3333333333333333
1777625400000,0
1777625460000,0
1777625520000,0
1777625580000,0
1777625640000,0.3333333333333333
1777625700000,0.3333333333333333
1777625760000,0.3333333333333333
1777625820000,0
1777625880000,0
1777625940000,0
1777626000000,0.3333277778703688
1777626060000,0.3333277778703688
1777626120000,0.3333333333333333
1777626180000,0
1777626240000,0
1777626300000,0
1777626360000,0
1777626420000,0
1777626480000,0
1777626540000,0
1777626600000,0
1777626660000,0
1777626720000,0.3333333333333333
1777626780000,0.3333333333333333
1777626840000,0.6666666666666666
1777626900000,0.3333333333333333
1777626960000,0.6666666666666666
1777627020000,0.3333333333333333
1777627080000,0.3333314814917695
1777627140000,0
1777627200000,0
1777627260000,0
1777627320000,0
1777627380000,0
1777627440000,0.3333333333333333
1777627500000,0.3333314814917695
1777627560000,0.3333314814917695
1777627620000,0
1777627680000,0
1777627740000,0
1777627800000,0
1777627860000,0
1777627920000,0
1777627980000,0
1777628040000,0
1777628100000,0
1777628160000,0
1777628220000,0
1777628280000,0
1777628340000,0
1777628400000,0.3333314814917695
1777628460000,0.3333314814917695
1777628520000,0.6666666666666666
1777628580000,0.3333333333333333
1777628640000,0.3333333333333333
1777628700000,0
1777628760000,0
1777628820000,0
1777628880000,0
1777628940000,0
1777629000000,0
1777629060000,0
1777629120000,0.3333314814917695
1777629180000,0.3333333333333333
1777629240000,0.3333333333333333
1777629300000,0
1777629360000,0
1777629420000,0
1777629480000,0
1777629540000,0
1777629600000,0
1777629660000,0
1777629720000,0
1777629780000,0
1777629840000,0
1777629900000,0
1777629960000,0
1777630020000,0
1777630080000,0
1777630140000,0
1777630200000,0
1777630260000,0
1777630320000,0
1777630380000,0
1777630440000,0
1777630500000,0
1777630560000,0
1777630620000,0
1777630680000,0
1777630740000,0
1777630800000,0
1777630860000,0
1777630920000,0
1777630980000,0
1777631040000,0.3333333333333333
1777631100000,0.3333333333333333
1777631160000,0.3333333333333333
1777631220000,0
1777631280000,0
1777631340000,0
1777631400000,0
1777631460000,0
1777631520000,0.3333314814917695
1777631580000,0.3333333333333333
1777631640000,0.3333333333333333
1777631700000,0.3333333333333333
1777631760000,0.3333314814917695
1777631820000,0.3333314814917695
1777631880000,0
1777631940000,0
1777632000000,0
1777632060000,0
1777632120000,0
1777632180000,0
1777632240000,0
1777632300000,0
1777632360000,0
1777632420000,0.3333333333333333
1777632480000,0.3333333333333333
1777632540000,0.3333333333333333
1777632600000,0
1777632660000,0
1777632720000,0
1777632780000,0
1777632840000,0
1777632900000,0
1777632960000,0
1777633020000,0
1777633080000,0.3333333333333333
1777633140000,0.3333333333333333
1777633200000,0.3333333333333333
1777633260000,0
1777633320000,0
1777633380000,0
1777633440000,0
1777633500000,0
1777633560000,0
1777633620000,0
1777633680000,0
1777633740000,0
1777633800000,0
1777633860000,0
1777633920000,0
1777633980000,0.3333296296707814
1777634040000,0.3333314814917695
1777634100000,0.666662962983539
1777634160000,0.3333314814917695
1777634220000,0.6666666666666666
1777634280000,0.3333333333333333
1777634340000,0.3333333333333333
1777634400000,0
1777634460000,0
1777634520000,0
1777634580000,0
1777634640000,0
1777634700000,0
1777634760000,0
1777634820000,0
1777634880000,0
1777634940000,0
1777635000000,0
1777635060000,0
1777635120000,0
1777635180000,0
1777635240000,0
1777635300000,0
1777635360000,0
1777635420000,0
1777635480000,0
1777635540000,0
1777635600000,0
1777635660000,0
1777635720000,0.3333277778703688
1777635780000,0.3333296296707814
1777635840000,0.3333314814917695
1777635900000,0
1777635960000,0
1777636020000,0
1777636080000,0
1777636140000,0
1777636200000,0
1777636260000,0
1777636320000,0
1777636380000,0
1777636440000,0
1777636500000,0
1777636560000,0
1777636620000,0
1777636680000,0
1777636740000,0
1777636800000,0
1777636860000,0.3333333333333333
1777636920000,0.3333333333333333
1777636980000,0.3333333333333333
1777637040000,0
1777637100000,0
1777637160000,0
1777637220000,0
1777637280000,0
1777637340000,0
1777637400000,0
1777637460000,0
1777637520000,0
1777637580000,0
1777637640000,0
1777637700000,0
1777637760000,0
1777637820000,0.3333333333333333
1777637880000,0.3333333333333333
1777637940000,0.3333333333333333
1777638000000,0
1777638060000,0
1777638120000,0.3333333333333333
1777638180000,0.3333333333333333
1777638240000,0.3333333333333333
1777638300000,0
1777638360000,0
1777638420000,0
1777638480000,0
1777638540000,0
1777638600000,0.3333333333333333
1777638660000,0.9999999999999998
1777638720000,1.333325925967078
1777638780000,0.9999944444753085
1777638840000,0.3333314814917695
1777638900000,0
1777638960000,0
1777639020000,0
1777639080000,0.666662962983539
1777639140000,0.666662962983539
1777639200000,0.6666666666666666
1777639260000,0
1777639320000,0
1777639380000,0
1777639440000,0.3333314814917695
1777639500000,0.3333314814917695
1777639560000,0.3333277778703689
1777639620000,0
1777639680000,0
1777639740000,0
1777639800000,0
1777639860000,0
1777639920000,0
1777639980000,0
1777640040000,0
1777640100000,0
1777640160000,0
1777640220000,0
1777640280000,0
1777640340000,0
1777640400000,0
1777640460000,0
1777640520000,0.3333314814917695
1777640580000,0.3333314814917695
1777640640000,0.3333333333333333
1777640700000,0
1777640760000,0
1777640820000,0
1777640880000,0
1777640940000,0.3333333333333333
1777641000000,0.3333314814917695
1777641060000,0.3333314814917695
1777641120000,0
1777641180000,0.3333333333333333
1777641240000,0.3333333333333333
1777641300000,0.3333314814917695
1777641360000,0
1777641420000,0
1777641480000,0
1777641540000,0
1777641600000,0
